season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
fall,2019,aug,not-holiday,Wed,Workingday,Clear,28.973346999999997,61.9583,11.374657000000001,7347
fall,2019,aug,not-holiday,Ths,Workingday,Clear,29.485846999999996,51.9167,9.500332,7605
fall,2019,aug,not-holiday,Fri,Workingday,Clear,29.656653000000002,57.0833,15.500717999999999,7148
fall,2019,aug,not-holiday,Sat,Non-Working,Clear,27.811653000000003,60.3333,11.917089,7865
fall,2019,aug,not-holiday,Sun,Non-Working,Mist,26.069153,71.1667,5.79215,4549
fall,2019,aug,not-holiday,Mon,Workingday,Mist,26.069153,73.4167,8.708592999999999,6530
fall,2019,aug,not-holiday,Tue,Workingday,Clear,26.615847,67.375,4.875643599999999,7006
fall,2019,aug,not-holiday,Wed,Workingday,Clear,27.3675,67.7083,4.708981099999999,7375
fall,2019,aug,not-holiday,Ths,Workingday,Clear,28.529153000000004,63.5833,5.667918599999999,7765
fall,2019,aug,not-holiday,Fri,Workingday,Mist,28.8025,61.5,4.833768599999999,7582
fall,2019,aug,not-holiday,Sat,Non-Working,Mist,27.128346999999998,71.2917,16.375335999999997,6053
fall,2019,aug,not-holiday,Sun,Non-Working,Mist,26.786653,84.5833,15.333485999999999,5255
fall,2019,aug,not-holiday,Mon,Workingday,Clear,28.836653000000002,73.0417,8.625111,6917
fall,2019,aug,not-holiday,Tue,Workingday,Clear,29.861653000000004,62.0,12.791975,7040
fall,2019,aug,not-holiday,Wed,Workingday,Clear,28.085,55.2083,7.541653999999999,7697
fall,2019,aug,not-holiday,Ths,Workingday,Clear,28.973346999999997,59.0417,5.166818900000001,7713
fall,2019,aug,not-holiday,Fri,Workingday,Clear,31.330847,58.75,11.291711,7350
fall,2019,sep,not-holiday,Sat,Non-Working,Mist,30.886653000000003,63.8333,7.5835289999999995,6140
fall,2019,sep,not-holiday,Sun,Non-Working,Mist,28.563346999999997,81.5,4.2927436,5810
fall,2019,sep,holiday,Mon,Non-Working,Clear,29.0075,79.0833,10.125107,6034
fall,2019,sep,not-holiday,Tue,Workingday,Clear,29.759153,75.5,15.833507,6864
fall,2019,sep,not-holiday,Wed,Workingday,Clear,30.203346999999997,74.125,12.583136,7112
fall,2019,sep,not-holiday,Ths,Workingday,Mist,28.563346999999997,81.0417,9.542207000000001,6203
fall,2019,sep,not-holiday,Fri,Workingday,Clear,28.836653000000002,73.625,11.500282,7504
fall,2019,sep,not-holiday,Sat,Non-Working,Mist,27.025847,79.9167,18.833968,5976
fall,2019,sep,not-holiday,Sun,Non-Working,Clear,25.01,54.75,15.041232,8227
fall,2019,sep,not-holiday,Mon,Workingday,Clear,23.916653,50.375,17.333771,7525
fall,2019,sep,not-holiday,Tue,Workingday,Clear,23.6775,52.0,6.1676314,7767
fall,2019,sep,not-holiday,Wed,Workingday,Clear,24.565847,57.7083,8.833682000000001,7870
fall,2019,sep,not-holiday,Ths,Workingday,Clear,25.1125,63.7083,5.5422936,7804
fall,2019,sep,not-holiday,Fri,Workingday,Clear,25.966653,67.25,6.958821,8009
fall,2019,sep,not-holiday,Sat,Non-Working,Clear,24.941653,50.1667,16.583907,8714
fall,2019,sep,not-holiday,Sun,Non-Working,Clear,23.78,57.0,6.042281099999999,7333
fall,2019,sep,not-holiday,Mon,Workingday,Mist,23.814153,73.4583,10.166714,6869
fall,2019,sep,not-holiday,Tue,Workingday,Mist,25.556653,87.25,23.958329,4073
fall,2019,sep,not-holiday,Wed,Workingday,Clear,22.6525,53.6667,14.416725,7591
fall,2019,sep,not-holiday,Ths,Workingday,Clear,22.413347,61.8333,7.917189,7720
fall,2019,sep,not-holiday,Fri,Workingday,Clear,24.565847,66.875,10.333343,8167
fall,2019,sep,not-holiday,Sat,Non-Working,Clear,26.65,64.6667,19.000061,8395
winter,2019,sep,not-holiday,Sun,Non-Working,Clear,21.695847,46.7083,14.958286,7907
winter,2019,sep,not-holiday,Mon,Workingday,Clear,21.080847,49.2917,9.541068,7436
winter,2019,sep,not-holiday,Tue,Workingday,Clear,22.55,57.0,15.833507,7538
winter,2019,sep,not-holiday,Wed,Workingday,Clear,26.035,63.0833,16.3748,7733
winter,2019,sep,not-holiday,Ths,Workingday,Mist,26.65,69.0833,9.000914,7393
winter,2019,sep,not-holiday,Fri,Workingday,Mist,25.385847000000002,69.0,10.999993,7415
winter,2019,sep,not-holiday,Sat,Non-Working,Clear,22.2425,54.2917,15.249467999999998,8555
winter,2019,sep,not-holiday,Sun,Non-Working,Clear,21.593347,58.3333,9.042186000000001,6889
winter,2019,oct,not-holiday,Mon,Workingday,Mist,21.354153,64.9167,6.083881400000001,6778
winter,2019,oct,not-holiday,Tue,Workingday,Light snow,24.224153,87.1667,6.999825,4639
winter,2019,oct,not-holiday,Wed,Workingday,Mist,26.9575,79.375,4.4585685999999995,7572
winter,2019,oct,not-holiday,Ths,Workingday,Mist,26.9575,72.2917,7.8755820000000005,7328
winter,2019,oct,not-holiday,Fri,Workingday,Clear,25.215,62.75,7.12545,8156
winter,2019,oct,not-holiday,Sat,Non-Working,Clear,22.720847,66.4167,17.957675,7965
winter,2019,oct,not-holiday,Sun,Non-Working,Mist,17.049153,70.8333,9.457854,3510
winter,2019,oct,holiday,Mon,Non-Working,Mist,15.716652999999999,70.9583,12.708492999999999,5478
winter,2019,oct,not-holiday,Tue,Workingday,Mist,18.313347,76.1667,12.7501,6392
winter,2019,oct,not-holiday,Wed,Workingday,Clear,21.080847,63.0833,12.584007000000001,7691
winter,2019,oct,not-holiday,Ths,Workingday,Clear,17.835,46.3333,12.166932000000001,7570
winter,2019,oct,not-holiday,Fri,Workingday,Clear,17.9375,53.9167,15.751164000000001,7282
winter,2019,oct,not-holiday,Sat,Non-Working,Clear,16.126653,49.4583,9.791514,7109
winter,2019,oct,not-holiday,Sun,Non-Working,Clear,21.388347,64.0417,18.667004000000002,6639
winter,2019,oct,not-holiday,Mon,Workingday,Mist,23.028347,70.75,19.834479,5875
winter,2019,oct,not-holiday,Tue,Workingday,Clear,19.201653,55.8333,12.208807,7534
winter,2019,oct,not-holiday,Wed,Workingday,Clear,18.689153,69.2917,6.791857,7461
winter,2019,oct,not-holiday,Ths,Workingday,Mist,21.4225,72.8333,15.874779,7509
winter,2019,oct,not-holiday,Fri,Workingday,Mist,23.096653,81.5,9.041917999999999,5424
winter,2019,oct,not-holiday,Sat,Non-Working,Clear,19.850847,57.2917,7.874979,8090
winter,2019,oct,not-holiday,Sun,Non-Working,Clear,19.030847,51.0,11.125618,6824
winter,2019,oct,not-holiday,Mon,Workingday,Clear,19.9875,56.8333,5.459381099999999,7058
winter,2019,oct,not-holiday,Tue,Workingday,Clear,22.310847,64.1667,6.334568599999999,7466
winter,2019,oct,not-holiday,Wed,Workingday,Clear,24.0875,63.625,4.876206400000001,7693
winter,2019,oct,not-holiday,Ths,Workingday,Mist,22.55,80.0417,8.333125,7359
winter,2019,oct,not-holiday,Fri,Workingday,Mist,22.379153,80.7083,8.875289,7444
winter,2019,oct,not-holiday,Sat,Non-Working,Mist,21.73,72.0,15.791364000000002,7852
winter,2019,oct,not-holiday,Sun,Non-Working,Mist,19.5775,69.4583,26.666535999999997,4459
winter,2019,oct,not-holiday,Mon,Workingday,Light snow,18.04,88.0,23.9994,22
winter,2019,oct,not-holiday,Tue,Workingday,Mist,13.045461999999999,82.5455,14.271603,1096
winter,2019,oct,not-holiday,Wed,Workingday,Mist,14.6575,66.6667,11.166689,5566
winter,2019,nov,not-holiday,Ths,Workingday,Mist,14.999153,58.1667,10.542182,5986
winter,2019,nov,not-holiday,Fri,Workingday,Clear,14.555,52.2083,17.833725,5847
winter,2019,nov,not-holiday,Sat,Non-Working,Mist,14.076653,49.125,18.125443,5138
winter,2019,nov,not-holiday,Sun,Non-Working,Clear,13.359153,53.2917,12.000236,5107
winter,2019,nov,not-holiday,Mon,Workingday,Clear,13.085847,49.4167,15.833775,5259
winter,2019,nov,not-holiday,Tue,Workingday,Clear,11.514153,56.7083,11.625371000000001,5686
winter,2019,nov,not-holiday,Wed,Workingday,Mist,12.129153,54.75,20.375235999999997,5035
winter,2019,nov,not-holiday,Ths,Workingday,Clear,14.439134,33.3478,23.304945,5315
winter,2019,nov,not-holiday,Fri,Workingday,Clear,14.828347,54.0833,14.375385999999999,5992
winter,2019,nov,not-holiday,Sat,Non-Working,Clear,15.955847,64.5417,3.8756686,6536
winter,2019,nov,not-holiday,Sun,Non-Working,Clear,17.254153,65.9167,8.5425,6852
winter,2019,nov,holiday,Mon,Non-Working,Clear,19.885,74.1667,11.625639,6269
winter,2019,nov,not-holiday,Tue,Workingday,Mist,14.076653,66.2917,22.917082,4094
winter,2019,nov,not-holiday,Wed,Workingday,Clear,11.855847,55.2083,13.374875,5495
winter,2019,nov,not-holiday,Ths,Workingday,Mist,13.188347,62.0417,10.250129,5445
winter,2019,nov,not-holiday,Fri,Workingday,Clear,14.145,52.4583,11.458675,5698
winter,2019,nov,not-holiday,Sat,Non-Working,Clear,13.325,54.5417,12.041843,5629
winter,2019,nov,not-holiday,Sun,Non-Working,Clear,14.0425,69.2917,15.250004,4669
winter,2019,nov,not-holiday,Mon,Workingday,Mist,15.614153,62.3333,15.749489,5499
winter,2019,nov,not-holiday,Tue,Workingday,Mist,15.340847,68.5,5.542575,5634
winter,2019,nov,not-holiday,Wed,Workingday,Clear,14.486653,61.375,6.917482000000001,5146
winter,2019,nov,holiday,Ths,Non-Working,Clear,13.94,58.0417,3.5423436,2425
winter,2019,nov,not-holiday,Fri,Workingday,Clear,15.101653,56.875,9.917407,3910
winter,2019,nov,not-holiday,Sat,Non-Working,Clear,11.411653,40.4583,25.250357,2277
winter,2019,nov,not-holiday,Sun,Non-Working,Clear,10.079153,46.8333,10.0835,2424
winter,2019,nov,not-holiday,Mon,Workingday,Clear,12.846653,53.5417,3.12555,5087
winter,2019,nov,not-holiday,Tue,Workingday,Mist,11.958347,78.6667,15.916654000000001,3959
winter,2019,nov,not-holiday,Wed,Workingday,Clear,12.163347,50.625,14.125007,5260
winter,2019,nov,not-holiday,Ths,Workingday,Clear,11.51567,55.5652,7.739974,5323
winter,2019,nov,not-holiday,Fri,Workingday,Clear,12.231653,64.9583,3.9175436,5668
winter,2019,dec,not-holiday,Sat,Non-Working,Mist,12.231653,80.6667,4.0001814,5191
winter,2019,dec,not-holiday,Sun,Non-Working,Mist,14.2475,82.3333,8.333393,4649
winter,2019,dec,not-holiday,Mon,Workingday,Clear,18.5525,76.75,5.5422936,6234
winter,2019,dec,not-holiday,Tue,Workingday,Clear,19.509153,73.375,11.666642999999999,6606
winter,2019,dec,not-holiday,Wed,Workingday,Clear,17.971653,48.5,21.709407000000002,5729
winter,2019,dec,not-holiday,Ths,Workingday,Clear,10.489153,50.875,11.708518,5375
winter,2019,dec,not-holiday,Fri,Workingday,Mist,13.154152999999999,76.4167,8.7502,5008
winter,2019,dec,not-holiday,Sat,Non-Working,Mist,15.648347,91.125,6.792393,5582
winter,2019,dec,not-holiday,Sun,Non-Working,Mist,15.750847,90.5417,10.584325,3228
winter,2019,dec,not-holiday,Mon,Workingday,Mist,17.869153,92.5,12.750636,5170
winter,2019,dec,not-holiday,Tue,Workingday,Mist,14.486653,59.6667,19.834479,5501
winter,2019,dec,not-holiday,Wed,Workingday,Mist,12.1975,53.8333,10.916779,5319
winter,2019,dec,not-holiday,Ths,Workingday,Clear,12.129153,48.5833,11.666642999999999,5532
winter,2019,dec,not-holiday,Fri,Workingday,Clear,11.548347,64.2917,8.792342999999999,5611
winter,2019,dec,not-holiday,Sat,Non-Working,Clear,13.290847,65.0417,7.12545,5047
winter,2019,dec,not-holiday,Sun,Non-Working,Mist,14.8625,83.875,6.749714,3786
winter,2019,dec,not-holiday,Mon,Workingday,Mist,16.126653,90.7083,6.5833061,4585
winter,2019,dec,not-holiday,Tue,Workingday,Clear,16.844153,66.625,14.834067999999998,5557
winter,2019,dec,not-holiday,Wed,Workingday,Clear,13.6325,62.5417,12.334164,5267
winter,2019,dec,not-holiday,Ths,Workingday,Mist,13.53,66.7917,8.875021,4128
spring,2019,dec,not-holiday,Fri,Workingday,Mist,13.393347,55.6667,25.083661,3623
spring,2019,dec,not-holiday,Sat,Non-Working,Clear,10.899153,44.125,27.292182,1749
spring,2019,dec,not-holiday,Sun,Non-Working,Clear,10.079153,51.5417,8.916561,1787
spring,2019,dec,not-holiday,Mon,Workingday,Mist,9.483464,79.1304,5.1744368,920
spring,2019,dec,holiday,Tue,Non-Working,Mist,11.943464,73.4783,11.304642,1013
spring,2019,dec,not-holiday,Wed,Workingday,Light snow,9.976653,82.3333,21.208582,441
spring,2019,dec,not-holiday,Ths,Workingday,Mist,10.420847,65.2917,23.458910999999997,2114
spring,2019,dec,not-holiday,Fri,Workingday,Mist,10.386652999999999,59.0,10.416557000000001,3095
spring,2019,dec,not-holiday,Sat,Non-Working,Mist,10.386652999999999,75.2917,8.333661,1341
spring,2019,dec,not-holiday,Sun,Non-Working,Clear,10.489153,48.3333,23.500518,1796
spring,2019,dec,not-holiday,Mon,Workingday,Mist,8.849153,57.75,10.374682,2729
